"","driver","race","pit_in_elapsed_time","pit_in_lap_count","pit_in_leader_lap","pit_out_elapsed_time","pit_stop_type","pit_stop_duration","laps_remaining"
"1050","Christopher Bell","Pennzoil 400",5180.277,105,105,5220.419,"FOUR_WHEEL_CHANGE",11.4207,169
"1051","Christopher Bell","Pennzoil 400",6371.766,135,135,6412.105,"FOUR_WHEEL_CHANGE",11.7447,139
"1052","Christopher Bell","Pennzoil 400",6857.99,141,142,6966.748,"FOUR_WHEEL_CHANGE",63.4483,133
"1053","Christopher Bell","Pennzoil 400",7169.778,144,146,7210.508,"FOUR_WHEEL_CHANGE",11.8117,130
"1054","Christopher Bell","Pennzoil 400",8147.781,168,168,8218.427,"FOUR_WHEEL_CHANGE",41.6739,106
"1055","Christopher Bell","Pennzoil 400",9886.446,212,213,9926.3,"FOUR_WHEEL_CHANGE",11.1529,62
"1056","Christopher Bell","Pennzoil 400",12018.067,266,266,12058.34,"FOUR_WHEEL_CHANGE",11.4444,8
"1060","Austin Dillon","Pennzoil 400",1048.181,31,31,1089.079,"FOUR_WHEEL_CHANGE",11.6449,243
"1061","Austin Dillon","Pennzoil 400",2052.609,44,45,2140.92,"FOUR_WHEEL_CHANGE",59.0432,230
"1062","Austin Dillon","Pennzoil 400",2856.868,64,64,2898.02,"FOUR_WHEEL_CHANGE",12.0112,210
"1063","Austin Dillon","Pennzoil 400",3768.736,82,82,3809.804,"FOUR_WHEEL_CHANGE",11.945,192
"1064","Austin Dillon","Pennzoil 400",4464.259,93,93,4497.233,"OTHER",3.8704,181
"1065","Austin Dillon","Pennzoil 400",4674.92,95,96,4707.942,"OTHER",3.7703,179
"1066","Austin Dillon","Pennzoil 400",6377.359,135,135,6418.461,"FOUR_WHEEL_CHANGE",12.3121,139
"1067","Austin Dillon","Pennzoil 400",8048.136,167,167,8089.298,"FOUR_WHEEL_CHANGE",12.3788,107
"1068","Austin Dillon","Pennzoil 400",9816.477,210,211,9857.196,"FOUR_WHEEL_CHANGE",11.7773,64
"1069","Austin Dillon","Pennzoil 400",12019.071,266,266,12059.325,"FOUR_WHEEL_CHANGE",11.6773,8
"1073","Kevin Harvick","Pennzoil 400",1044.037,31,31,1084.986,"FOUR_WHEEL_CHANGE",11.6449,243
"1074","Kevin Harvick","Pennzoil 400",2851.445,64,64,2892.374,"FOUR_WHEEL_CHANGE",11.9776,210
"1075","Kevin Harvick","Pennzoil 400",3764.235,82,82,3804.155,"FOUR_WHEEL_CHANGE",10.9773,192
"1076","Kevin Harvick","Pennzoil 400",5180.648,105,105,5221.198,"FOUR_WHEEL_CHANGE",11.3111,169
"1077","Kevin Harvick","Pennzoil 400",6373.761,135,135,6414.377,"FOUR_WHEEL_CHANGE",11.5446,139
"1078","Kevin Harvick","Pennzoil 400",8045.861,167,167,8085.9,"FOUR_WHEEL_CHANGE",11.2444,107
"1079","Kevin Harvick","Pennzoil 400",10002.253,216,217,10042.083,"FOUR_WHEEL_CHANGE",10.9438,58
"1080","Kevin Harvick","Pennzoil 400",12018.607,266,266,12058.703,"FOUR_WHEEL_CHANGE",11.0811,8
"1084","Kurt Busch","Pennzoil 400",1046.388,31,31,1088.186,"FOUR_WHEEL_CHANGE",12.5457,243
"1085","Kurt Busch","Pennzoil 400",3769.81,82,82,3811.201,"FOUR_WHEEL_CHANGE",12.0118,192
"1086","Kurt Busch","Pennzoil 400",5181.308,105,105,5223.39,"FOUR_WHEEL_CHANGE",12.579,169
"1087","Kurt Busch","Pennzoil 400",6374.065,135,135,6425.229,"FOUR_WHEEL_CHANGE",19.5191,139
"1088","Kurt Busch","Pennzoil 400",6490.197,136,137,6530.304,"OTHER",9.5428,138
"1089","Kurt Busch","Pennzoil 400",8048.508,167,167,8089.946,"FOUR_WHEEL_CHANGE",12.5829,107
"1090","Kurt Busch","Pennzoil 400",10007.33,216,217,10049.575,"FOUR_WHEEL_CHANGE",13.3796,58
"1091","Kurt Busch","Pennzoil 400",12017.582,266,266,12059.487,"FOUR_WHEEL_CHANGE",12.9468,8
"1095","Joey Logano","Pennzoil 400",1041.864,31,31,1083.211,"FOUR_WHEEL_CHANGE",12.3122,243
"1096","Joey Logano","Pennzoil 400",2851.786,64,64,2892.773,"FOUR_WHEEL_CHANGE",12.0441,210
"1097","Joey Logano","Pennzoil 400",3765.106,82,82,3805.715,"FOUR_WHEEL_CHANGE",11.7782,192
"1098","Joey Logano","Pennzoil 400",5181.946,105,105,5224.036,"FOUR_WHEEL_CHANGE",13.1127,169
"1099","Joey Logano","Pennzoil 400",6374.35,135,135,6416.756,"FOUR_WHEEL_CHANGE",13.8469,139
"1100","Joey Logano","Pennzoil 400",8045.5,167,167,8086.252,"FOUR_WHEEL_CHANGE",12.1453,107
"1101","Joey Logano","Pennzoil 400",10032.123,217,218,10078.941,"FOUR_WHEEL_CHANGE",17.8507,57
"1102","Joey Logano","Pennzoil 400",12017.846,266,266,12058.778,"FOUR_WHEEL_CHANGE",12.1778,8
"1106","Corey LaJoie","Pennzoil 400",1048.535,31,31,1092.298,"FOUR_WHEEL_CHANGE",13.7803,243
"1107","Corey LaJoie","Pennzoil 400",3770.387,82,82,3813.213,"FOUR_WHEEL_CHANGE",13.3464,192
"1108","Corey LaJoie","Pennzoil 400",4465.913,93,93,4499.359,"OTHER",3.7703,181
"1109","Corey LaJoie","Pennzoil 400",4676.464,95,96,4709.173,"OTHER",3.3366,179
"1110","Corey LaJoie","Pennzoil 400",5186.865,105,105,5235.455,"FOUR_WHEEL_CHANGE",18.6851,169
"1111","Corey LaJoie","Pennzoil 400",5297.708,106,107,5340.351,"OTHER",12.6457,168
"1112","Corey LaJoie","Pennzoil 400",6375.964,135,135,6422.952,"FOUR_WHEEL_CHANGE",17.6841,139
"1113","Corey LaJoie","Pennzoil 400",8050.002,167,167,8091.62,"FOUR_WHEEL_CHANGE",12.3086,107
"1114","Corey LaJoie","Pennzoil 400",9947.474,214,215,9993.722,"FOUR_WHEEL_CHANGE",16.8501,60
"1115","Corey LaJoie","Pennzoil 400",12020.578,266,266,12061.637,"FOUR_WHEEL_CHANGE",11.6455,8
"1119","Harrison Burton","Pennzoil 400",1046.762,31,31,1088.699,"FOUR_WHEEL_CHANGE",12.0119,243
"1120","Harrison Burton","Pennzoil 400",2854.983,64,64,2898.907,"FOUR_WHEEL_CHANGE",14.9471,210
"1121","Harrison Burton","Pennzoil 400",3768.088,82,82,3809.51,"FOUR_WHEEL_CHANGE",12.1118,192
"1122","Harrison Burton","Pennzoil 400",5184.477,105,105,5248.324,"FOUR_WHEEL_CHANGE",33.0647,169
"1123","Harrison Burton","Pennzoil 400",6377.759,135,135,6421.092,"FOUR_WHEEL_CHANGE",13.3798,139
"1124","Harrison Burton","Pennzoil 400",6805.407,141,142,6867.086,"FOUR_WHEEL_CHANGE",30.9304,133
"1125","Harrison Burton","Pennzoil 400",6972.467,143,144,7054.67,"FOUR_WHEEL_CHANGE",50.3495,131
"1126","Harrison Burton","Pennzoil 400",8052.919,167,167,8149.26,"FOUR_WHEEL_CHANGE",65.2968,107
"1127","Harrison Burton","Pennzoil 400",10043.456,217,218,10085.342,"FOUR_WHEEL_CHANGE",12.4786,57
"1128","Harrison Burton","Pennzoil 400",12021.102,266,266,12065.118,"FOUR_WHEEL_CHANGE",14.3812,8
"1132","Justin Haley","Pennzoil 400",1047.531,31,31,1090.821,"FOUR_WHEEL_CHANGE",13.338,243
"1133","Justin Haley","Pennzoil 400",1954.557,43,44,2022.387,"FOUR_WHEEL_CHANGE",37.2023,231
"1134","Justin Haley","Pennzoil 400",2855.842,64,64,2906.315,"FOUR_WHEEL_CHANGE",20.7958,210
"1135","Justin Haley","Pennzoil 400",3768.444,82,82,3813.846,"FOUR_WHEEL_CHANGE",15.4819,192
"1136","Justin Haley","Pennzoil 400",4672.238,95,96,4706.841,"OTHER",4.3709,179
"1137","Justin Haley","Pennzoil 400",5186.409,105,105,5230.721,"FOUR_WHEEL_CHANGE",14.7817,169
"1138","Justin Haley","Pennzoil 400",6376.352,135,135,6428.898,"FOUR_WHEEL_CHANGE",23.0892,139
"1139","Justin Haley","Pennzoil 400",7168.174,145,145,7205.822,"OTHER",7.2406,129
"1140","Justin Haley","Pennzoil 400",8051.548,167,167,8097.142,"FOUR_WHEEL_CHANGE",15.9824,107
"1141","Justin Haley","Pennzoil 400",9946.666,214,215,9990.936,"FOUR_WHEEL_CHANGE",14.9482,60
"1142","Justin Haley","Pennzoil 400",12019.814,266,266,12063.038,"FOUR_WHEEL_CHANGE",13.8328,8
"1146","Chris Buescher","Pennzoil 400",1047.858,31,31,1091.152,"FOUR_WHEEL_CHANGE",12.9458,243
"1147","Chris Buescher","Pennzoil 400",2853.713,64,64,2939.758,"FOUR_WHEEL_CHANGE",56.894,210
"1148","Chris Buescher","Pennzoil 400",3767.765,82,82,3809.751,"FOUR_WHEEL_CHANGE",12.8411,192
"1149","Chris Buescher","Pennzoil 400",5184.812,105,105,5226.004,"FOUR_WHEEL_CHANGE",12.3025,169
"1150","Chris Buescher","Pennzoil 400",6376.696,135,135,6422.226,"FOUR_WHEEL_CHANGE",16.1491,139
"1151","Chris Buescher","Pennzoil 400",8048.832,167,167,8089.668,"FOUR_WHEEL_CHANGE",11.9785,107
"1152","Chris Buescher","Pennzoil 400",10045.358,217,218,10087.228,"FOUR_WHEEL_CHANGE",13.1794,57
"1153","Chris Buescher","Pennzoil 400",12132.215,267,267,12176.614,"FOUR_WHEEL_CHANGE",15.682,7
"1157","Austin Cindric","Pennzoil 400",1043.371,31,31,1085.54,"FOUR_WHEEL_CHANGE",12.9126,243
"1158","Austin Cindric","Pennzoil 400",2853.416,64,64,2895.208,"FOUR_WHEEL_CHANGE",12.9787,210
"1159","Austin Cindric","Pennzoil 400",3765.459,82,82,3805.813,"FOUR_WHEEL_CHANGE",11.478,192
"1160","Austin Cindric","Pennzoil 400",5182.72,105,105,5224.349,"FOUR_WHEEL_CHANGE",12.5124,169
"1161","Austin Cindric","Pennzoil 400",6280.935,133,134,6378.389,"FOUR_WHEEL_CHANGE",65.9324,141
"1162","Austin Cindric","Pennzoil 400",6474.756,135,136,6567.437,"OTHER",62.8955,139
"1163","Austin Cindric","Pennzoil 400",7073.319,144,145,7123.628,"OTHER",20.0861,130
"1164","Austin Cindric","Pennzoil 400",8050.366,167,167,8158.421,"FOUR_WHEEL_CHANGE",78.0093,107
"1165","Austin Cindric","Pennzoil 400",10022.916,216,217,10065.291,"FOUR_WHEEL_CHANGE",13.3798,58
"1169","Ty Dillon","Pennzoil 400",1050.535,31,31,1099.801,"FOUR_WHEEL_CHANGE",18.9851,243
"1170","Ty Dillon","Pennzoil 400",2857.204,64,64,2898.923,"FOUR_WHEEL_CHANGE",12.4122,210
"1171","Ty Dillon","Pennzoil 400",3770.747,82,82,3813.054,"FOUR_WHEEL_CHANGE",12.7793,192
"1172","Ty Dillon","Pennzoil 400",5185.88,105,105,5227.462,"FOUR_WHEEL_CHANGE",12.6124,169
"1173","Ty Dillon","Pennzoil 400",6378.972,135,135,6424.275,"FOUR_WHEEL_CHANGE",15.3021,139
"1174","Ty Dillon","Pennzoil 400",8051.135,167,167,8116.507,"FOUR_WHEEL_CHANGE",36.1136,107
"1175","Ty Dillon","Pennzoil 400",10322.811,222,222,10372.337,"FOUR_WHEEL_CHANGE",20.1865,52
"1179","Ricky Stenhouse Jr.","Pennzoil 400",1043.709,31,31,1086.562,"FOUR_WHEEL_CHANGE",13.6135,243
"1180","Ricky Stenhouse Jr.","Pennzoil 400",2854.397,64,64,2895.824,"FOUR_WHEEL_CHANGE",12.6448,210
"1181","Ricky Stenhouse Jr.","Pennzoil 400",3767.469,82,82,3808.821,"FOUR_WHEEL_CHANGE",12.6458,192
"1182","Ricky Stenhouse Jr.","Pennzoil 400",5183.434,105,105,5227.175,"FOUR_WHEEL_CHANGE",14.2807,169
"1183","Ricky Stenhouse Jr.","Pennzoil 400",6374.921,135,135,6417.982,"FOUR_WHEEL_CHANGE",13.6801,139
"1184","Ricky Stenhouse Jr.","Pennzoil 400",8047.554,167,167,8090.982,"FOUR_WHEEL_CHANGE",14.0138,107
"1185","Ricky Stenhouse Jr.","Pennzoil 400",10315.339,222,222,10358.61,"FOUR_WHEEL_CHANGE",13.9475,52
"1186","Ricky Stenhouse Jr.","Pennzoil 400",12016.986,266,266,12059.833,"FOUR_WHEEL_CHANGE",13.5807,8
"1190","Daniel Hemric","Pennzoil 400",1047.09,31,31,1141.266,"TWO_WHEEL_CHANGE_RIGHT",62.8617,243
"1191","Daniel Hemric","Pennzoil 400",1259.822,33,34,1300.679,"TWO_WHEEL_CHANGE_LEFT",10.7435,241
"1192","Daniel Hemric","Pennzoil 400",1534.449,38,39,1611.305,"OTHER",46.379,236
"1193","Daniel Hemric","Pennzoil 400",1948.685,43,43,2037.071,"OTHER",58.7087,231
"1194","Daniel Hemric","Pennzoil 400",2152.919,45,46,2217.757,"OTHER",34.4337,229
"1195","Daniel Hemric","Pennzoil 400",2859.565,64,64,2958.3,"FOUR_WHEEL_CHANGE",68.5395,210
"1196","Daniel Hemric","Pennzoil 400",3772.658,82,82,3865.482,"FOUR_WHEEL_CHANGE",61.9224,192
"1197","Daniel Hemric","Pennzoil 400",5187.712,105,105,5228.85,"OTHER",10.3435,169
"1198","Daniel Hemric","Pennzoil 400",6490.966,136,137,6573.319,"FOUR_WHEEL_CHANGE",52.6854,138
"1199","Daniel Hemric","Pennzoil 400",6968.787,143,144,7031.164,"OTHER",31.5641,131
"1200","Daniel Hemric","Pennzoil 400",8052.447,167,167,8148.387,"FOUR_WHEEL_CHANGE",65.6633,107
"1201","Daniel Hemric","Pennzoil 400",8260.728,169,170,8323.469,"OTHER",32.0982,105
"1202","Daniel Hemric","Pennzoil 400",10330.329,222,222,10376.175,"FOUR_WHEEL_CHANGE",13.6801,52
"1206","Todd Gilliland","Pennzoil 400",1049.782,31,31,1096.089,"FOUR_WHEEL_CHANGE",16.2159,243
"1207","Todd Gilliland","Pennzoil 400",2857.653,64,64,2900.577,"FOUR_WHEEL_CHANGE",13.546,210
"1208","Todd Gilliland","Pennzoil 400",3769.413,82,82,3812.622,"FOUR_WHEEL_CHANGE",14.0805,192
"1209","Todd Gilliland","Pennzoil 400",5182.34,105,105,5224.442,"FOUR_WHEEL_CHANGE",12.4455,169
"1210","Todd Gilliland","Pennzoil 400",6375.64,135,135,6419.891,"FOUR_WHEEL_CHANGE",15.2483,139
"1211","Todd Gilliland","Pennzoil 400",8049.229,167,167,8092.126,"FOUR_WHEEL_CHANGE",13.58,107
"1212","Todd Gilliland","Pennzoil 400",10048.127,217,218,10092.458,"FOUR_WHEEL_CHANGE",14.6805,57
"1216","Brad Keselowski","Pennzoil 400",1044.751,31,31,1085.014,"FOUR_WHEEL_CHANGE",11.4447,243
"1217","Brad Keselowski","Pennzoil 400",2856.453,64,64,2896.619,"FOUR_WHEEL_CHANGE",11.1102,210
"1218","Brad Keselowski","Pennzoil 400",3764.82,82,82,3800.873,"TWO_WHEEL_CHANGE_RIGHT",6.7733,192
"1224","Brad Keselowski","Pennzoil 400",7071.851,143,145,7116.903,"FOUR_WHEEL_CHANGE",15.5816,131
"1225","Brad Keselowski","Pennzoil 400",8146.231,167,168,8187.551,"FOUR_WHEEL_CHANGE",11.945,107
"1226","Brad Keselowski","Pennzoil 400",11062.704,238,239,11103.791,"FOUR_WHEEL_CHANGE",11.8449,36
"1230","Bubba Wallace","Pennzoil 400",1050.092,31,31,1097.526,"FOUR_WHEEL_CHANGE",17.517,243
"1231","Bubba Wallace","Pennzoil 400",2855.277,64,64,2899.51,"FOUR_WHEEL_CHANGE",15.0147,210
"1232","Bubba Wallace","Pennzoil 400",3767.226,82,82,3809.152,"FOUR_WHEEL_CHANGE",13.0462,192
"1233","Bubba Wallace","Pennzoil 400",5181.673,105,105,5223.217,"FOUR_WHEEL_CHANGE",12.8955,169
"1234","Bubba Wallace","Pennzoil 400",6374.666,135,135,6415.859,"FOUR_WHEEL_CHANGE",12.4454,139
"1235","Bubba Wallace","Pennzoil 400",8046.447,167,167,8087.774,"FOUR_WHEEL_CHANGE",12.7125,107
"1236","Bubba Wallace","Pennzoil 400",9976.194,215,216,10017.316,"FOUR_WHEEL_CHANGE",12.3787,59
"1237","Bubba Wallace","Pennzoil 400",11914.195,264,265,12014.115,"TWO_WHEEL_CHANGE_RIGHT",68.8011,10
"1238","Bubba Wallace","Pennzoil 400",12131.748,266,267,12203.997,"TWO_WHEEL_CHANGE_LEFT",43.033,8
"1242","Cody Ware","Pennzoil 400",1140.314,32,32,1185.358,"FOUR_WHEEL_CHANGE",16.2377,242
"1243","Cody Ware","Pennzoil 400",2951.491,65,65,2997.903,"FOUR_WHEEL_CHANGE",16.6825,209
"1244","Cody Ware","Pennzoil 400",3771.781,82,82,3817.277,"FOUR_WHEEL_CHANGE",15.2816,192
"1245","Cody Ware","Pennzoil 400",5187.421,105,105,5232.388,"FOUR_WHEEL_CHANGE",15.4485,169
"1246","Cody Ware","Pennzoil 400",6379.712,135,135,6426.955,"FOUR_WHEEL_CHANGE",17.1501,139
"1247","Cody Ware","Pennzoil 400",8052.086,167,167,8098.179,"FOUR_WHEEL_CHANGE",16.3053,107
"1248","Cody Ware","Pennzoil 400",10056.898,217,218,10100.593,"FOUR_WHEEL_CHANGE",14.3142,57
"1252","Michael McDowell","Pennzoil 400",1044.448,31,31,1085.388,"FOUR_WHEEL_CHANGE",11.9451,243
"1253","Michael McDowell","Pennzoil 400",2853.059,64,64,2901.479,"FOUR_WHEEL_CHANGE",19.385,210
"1254","Michael McDowell","Pennzoil 400",3064.771,66,67,3102.151,"OTHER",7.5407,208
"1255","Michael McDowell","Pennzoil 400",4459.546,93,93,4501.124,"FOUR_WHEEL_CHANGE",12.6451,181
"1256","Michael McDowell","Pennzoil 400",4677.265,95,96,4712.333,"OTHER",5.3053,179
"1257","Michael McDowell","Pennzoil 400",5185.501,105,105,5220.853,"TWO_WHEEL_CHANGE_RIGHT",6.6733,169
"1258","Michael McDowell","Pennzoil 400",5287.653,106,106,5325.764,"TWO_WHEEL_CHANGE_LEFT",7.7743,168
"1259","Michael McDowell","Pennzoil 400",6378.185,135,135,6418.521,"FOUR_WHEEL_CHANGE",11.6446,139
"1260","Michael McDowell","Pennzoil 400",8050.719,167,167,8090.678,"FOUR_WHEEL_CHANGE",11.3111,107
"1261","Michael McDowell","Pennzoil 400",10049.377,217,218,10090.431,"FOUR_WHEEL_CHANGE",12.4453,57
"1262","Michael McDowell","Pennzoil 400",10429.348,222,223,10484.059,"OTHER",24.8242,52
"1266","BJ McLeod","Pennzoil 400",1139.157,31,32,1188.18,"FOUR_WHEEL_CHANGE",19.1849,243
"1267","BJ McLeod","Pennzoil 400",1640.115,38,40,1687.982,"FOUR_WHEEL_CHANGE",16.3161,236
"1268","BJ McLeod","Pennzoil 400",2054.684,43,45,2101.462,"OTHER",16.2829,231
"1269","BJ McLeod","Pennzoil 400",2966.943,65,66,3019.315,"FOUR_WHEEL_CHANGE",21.7876,209
"1270","BJ McLeod","Pennzoil 400",3862.184,83,83,3905.352,"FOUR_WHEEL_CHANGE",12.8127,191
"1271","BJ McLeod","Pennzoil 400",4577.818,94,95,4615.048,"OTHER",5.9725,180
"1272","BJ McLeod","Pennzoil 400",5278.668,106,106,5323.558,"FOUR_WHEEL_CHANGE",15.2817,168
"1273","BJ McLeod","Pennzoil 400",6971.836,143,144,7018.625,"FOUR_WHEEL_CHANGE",16.716,131
"1274","BJ McLeod","Pennzoil 400",8146.806,168,168,8192.306,"FOUR_WHEEL_CHANGE",14.6477,106
"1275","BJ McLeod","Pennzoil 400",10429.806,222,223,10477.408,"FOUR_WHEEL_CHANGE",17.7173,52
"1279","Josh Bilicki","Pennzoil 400",1138.733,31,32,1186.497,"FOUR_WHEEL_CHANGE",17.8169,243
"1280","Josh Bilicki","Pennzoil 400",2950.643,65,65,2997.503,"FOUR_WHEEL_CHANGE",16.8496,209
"1281","Josh Bilicki","Pennzoil 400",3861.765,83,83,3907.977,"FOUR_WHEEL_CHANGE",16.2495,191
"1282","Josh Bilicki","Pennzoil 400",5188.267,105,105,5233.29,"FOUR_WHEEL_CHANGE",14.1474,169
"1283","Josh Bilicki","Pennzoil 400",6971.281,143,144,7016.876,"FOUR_WHEEL_CHANGE",15.4481,131
"1284","Josh Bilicki","Pennzoil 400",8053.463,167,167,8100.499,"FOUR_WHEEL_CHANGE",16.1492,107
"1285","Josh Bilicki","Pennzoil 400",8161.851,168,169,8207.604,"OTHER",14.3139,106
"1286","Josh Bilicki","Pennzoil 400",10062.639,216,218,10114.912,"FOUR_WHEEL_CHANGE",22.1885,58
"1290","Garrett Smithley","Pennzoil 400",1139.713,31,32,1190.327,"FOUR_WHEEL_CHANGE",20.7864,243
"1291","Garrett Smithley","Pennzoil 400",2952.07,64,65,2998.781,"FOUR_WHEEL_CHANGE",16.5827,210
"1292","Garrett Smithley","Pennzoil 400",3880.769,83,84,3922.686,"OTHER",9.9767,191
"1294","Garrett Smithley","Pennzoil 400",6473.735,135,136,6590.313,"FOUR_WHEEL_CHANGE",17.1502,139
"1295","Garrett Smithley","Pennzoil 400",7169.265,144,146,7206.856,"OTHER",6.5731,130
"1296","Garrett Smithley","Pennzoil 400",8246.268,167,169,8299.081,"FOUR_WHEEL_CHANGE",22.3553,107
"1297","Garrett Smithley","Pennzoil 400",10027.886,212,218,10075.207,"FOUR_WHEEL_CHANGE",16.8498,62
"1301","Erik Jones","Pennzoil 400",1046.077,31,31,1092.635,"FOUR_WHEEL_CHANGE",17.2503,243
"1302","Erik Jones","Pennzoil 400",2852.483,64,64,2894.437,"FOUR_WHEEL_CHANGE",12.9788,210
"1303","Erik Jones","Pennzoil 400",3764.532,82,82,3807.474,"FOUR_WHEEL_CHANGE",13.9135,192
"1304","Erik Jones","Pennzoil 400",5180.022,105,105,5224.125,"FOUR_WHEEL_CHANGE",15.048,169
"1305","Erik Jones","Pennzoil 400",6373.466,135,135,6420.623,"FOUR_WHEEL_CHANGE",17.3505,139
"1306","Erik Jones","Pennzoil 400",6486.313,136,136,6582.209,"OTHER",62.6619,138
"1307","Erik Jones","Pennzoil 400",6619.405,137,138,6679.776,"OTHER",29.9293,137
"1308","Erik Jones","Pennzoil 400",6869.993,142,143,6956.399,"OTHER",55.1209,132
"1309","Erik Jones","Pennzoil 400",7072.6,144,145,7110.355,"OTHER",7.3403,130
"1310","Erik Jones","Pennzoil 400",8047.152,167,167,8112.459,"FOUR_WHEEL_CHANGE",35.7354,107
"1311","Erik Jones","Pennzoil 400",10036.045,217,218,10079.071,"FOUR_WHEEL_CHANGE",13.5464,57
"1314","Denny Hamlin","Pennzoil 400",1040.684,31,31,1081.294,"FOUR_WHEEL_CHANGE",12.1454,243
"1315","Denny Hamlin","Pennzoil 400",2848.705,64,64,2890.622,"FOUR_WHEEL_CHANGE",13.5459,210
"1316","Denny Hamlin","Pennzoil 400",3762.306,82,82,3801.603,"FOUR_WHEEL_CHANGE",10.5436,192
"1317","Denny Hamlin","Pennzoil 400",5178.258,105,105,5217.489,"FOUR_WHEEL_CHANGE",10.3434,169
"1318","Denny Hamlin","Pennzoil 400",6371.265,135,135,6419.888,"FOUR_WHEEL_CHANGE",20.0863,139
"1319","Denny Hamlin","Pennzoil 400",8046.133,167,167,8086.522,"FOUR_WHEEL_CHANGE",11.8783,107
"1320","Denny Hamlin","Pennzoil 400",10024.504,217,217,10064.51,"FOUR_WHEEL_CHANGE",11.1776,57
"1321","Denny Hamlin","Pennzoil 400",10216.714,218,221,10449.744,"OTHER",235.4305,56
"1324","Cole Custer","Pennzoil 400",1048.928,31,31,1100.759,"FOUR_WHEEL_CHANGE",22.2884,243
"1325","Cole Custer","Pennzoil 400",1493.977,37,38,1582.737,"FOUR_WHEEL_CHANGE",54.5205,237
"1326","Cole Custer","Pennzoil 400",2055.135,44,45,2094.054,"OTHER",9.8097,230
"1327","Cole Custer","Pennzoil 400",3771.06,82,82,3813.481,"FOUR_WHEEL_CHANGE",12.7564,192
"1328","Cole Custer","Pennzoil 400",5183.728,105,105,5225.324,"FOUR_WHEEL_CHANGE",12.846,169
"1329","Cole Custer","Pennzoil 400",6378.492,135,135,6418.629,"FOUR_WHEEL_CHANGE",11.4444,139
"1330","Cole Custer","Pennzoil 400",7951.248,166,167,8015.02,"OTHER",33.3329,108
"1331","Cole Custer","Pennzoil 400",8147.63,168,168,8204.957,"FOUR_WHEEL_CHANGE",24.7494,106
"1335","Greg Biffle","Pennzoil 400",1140.688,32,32,1188.267,"FOUR_WHEEL_CHANGE",18.2507,242
"1336","Greg Biffle","Pennzoil 400",2859.176,64,64,2905.846,"FOUR_WHEEL_CHANGE",16.9833,210
"1337","Greg Biffle","Pennzoil 400",3772.294,82,82,3823.483,"FOUR_WHEEL_CHANGE",21.0207,192
"1338","Greg Biffle","Pennzoil 400",5278.136,106,106,5330.213,"FOUR_WHEEL_CHANGE",22.1218,168
"1339","Greg Biffle","Pennzoil 400",6474.216,136,136,6521.172,"FOUR_WHEEL_CHANGE",16.8165,138
"1340","Greg Biffle","Pennzoil 400",7311.321,147,148,7359.021,"OTHER",26.2214,127
"1343","Chase Briscoe","Pennzoil 400",1042.481,31,31,1083.655,"FOUR_WHEEL_CHANGE",12.4121,243
"1344","Chase Briscoe","Pennzoil 400",2852.196,64,64,2892.879,"FOUR_WHEEL_CHANGE",11.6104,210
"1345","Chase Briscoe","Pennzoil 400",3763.377,82,82,3803.527,"FOUR_WHEEL_CHANGE",11.6113,192
"1346","Chase Briscoe","Pennzoil 400",4459.999,93,93,4552.233,"FOUR_WHEEL_CHANGE",62.4275,181
"1347","Chase Briscoe","Pennzoil 400",5184.174,105,105,5215.93,"OTHER",2.7025,169
"1348","Chase Briscoe","Pennzoil 400",6279.175,133,134,6347.99,"FOUR_WHEEL_CHANGE",38.5384,141
"1349","Chase Briscoe","Pennzoil 400",6403.73,134,136,6478.292,"OTHER",42.9259,140
"1353","Ryan Blaney","Pennzoil 400",1040.442,31,31,1081.105,"FOUR_WHEEL_CHANGE",11.9785,243
"1354","Ryan Blaney","Pennzoil 400",2848.95,64,64,2889.422,"FOUR_WHEEL_CHANGE",11.5438,210
"1355","Ryan Blaney","Pennzoil 400",3763.134,82,82,3803.805,"FOUR_WHEEL_CHANGE",11.8783,192
"1356","Ryan Blaney","Pennzoil 400",5002.736,103,104,5020.504,"OTHER",24.5578,171
"1359","Daniel Suarez","Pennzoil 400",1045.797,31,31,1087.217,"FOUR_WHEEL_CHANGE",12.7459,243
"1360","Daniel Suarez","Pennzoil 400",1535.273,38,39,1571.92,"OTHER",6.6732,236
"1361","Daniel Suarez","Pennzoil 400",2854.668,64,64,2897.012,"FOUR_WHEEL_CHANGE",13.579,210
"1362","Daniel Suarez","Pennzoil 400",3766.134,82,82,3806.573,"FOUR_WHEEL_CHANGE",11.5112,192
"1366","Chase Briscoe","Ruoff Mortgage 500",843.779,27,27,890.99,"FOUR_WHEEL_CHANGE",10.7722,285
"1367","Chase Briscoe","Ruoff Mortgage 500",2364.381,63,63,2412.212,"FOUR_WHEEL_CHANGE",11.7832,249
"1368","Chase Briscoe","Ruoff Mortgage 500",4305.179,120,120,4352.54,"FOUR_WHEEL_CHANGE",10.931,192
"1369","Chase Briscoe","Ruoff Mortgage 500",6578.054,188,188,6627.356,"FOUR_WHEEL_CHANGE",13.0385,124
"1370","Chase Briscoe","Ruoff Mortgage 500",8012.938,224,224,8060.341,"FOUR_WHEEL_CHANGE",11.4987,88
"1371","Chase Briscoe","Ruoff Mortgage 500",10065.017,287,287,10112.082,"FOUR_WHEEL_CHANGE",11.4112,25
